#Name,mass,position_1,position_2,position_3,velocity_1,velocity_2,velocity_3,diameter,Color
body,9.362053916944058e+29,-1877676696757.56, -2174838537947.35, 467621750436.74,-2526.47, 15392.98, 1174.02,1.7,#ffffbf
body,3.380274022524174e+29,-82127697180.0, -2782421793574.06, 402070476867.06,-2898.76, -1929.87, 1807.13,6.54,#ffffbf
body,8.570305498008404e+29,-1766955568892.56, -2001928720024.99, 736665035004.84,-3285.01, 17957.44, 3122.06,1.08,#ffffbf
body,8.899721145180404e+29,-354635533961.17, -2609964032390.79, 894467070328.64,-2417.51, 20502.36, 3076.04,5.97,#ffffbf
body,1.298436343992364e+30,-1169706655982.16, -2360156502823.92, 283873768132.81,-3528.22, 27534.32, 1819.02,2.06,#ffffbf
body,1.2199065721644165e+30,-1089429850639.5, -2799586825249.84, 27868555016.19,-3039.5, -1430.46, 2052.75,1.08,#ffffbf
body,1.485218625039727e+30,69284091896.23, -1591739306657.77, 407442969890.44,-2552.25, 18379.76, 2867.95,0.82,#ffffbf
body,1.2785477453372527e+30,-3730257753822.35, -1713587671601.11, 467635410128.38,-3220.18, 4447.68, 2619.34,1.57,#ffffbf
body,6.74017804053873e+29,-859829041671.59, -1610092913407.88, 1085989974244.95,-2641.31, 20196.82, 3472.74,2.02,#ffffbf
body,1.0388374837331499e+30,-3541336589086.74, 271005887536.38, 274135114667.81,-3019.46, 14370.08, 5491.37,1.52,#ffffbf
body,1.3190049584292403e+30,-3666392749381.59, -1002695539983.39, 145336608851.33,-3752.91, 33557.13, 2806.12,6.17,#ffffbf
body,8.066081233556764e+29,-2487889323468.32, 320964943792.44, 108206432287.47,-2755.06, 16060.06, 3173.96,1.62,#ffffbf
body,8.40321782076018e+29,-1014445354607.43, -2800603388909.47, 235640307542.3,-1742.83, 4202.88, -129.34,0.49,#ffffbf
body,1.1497191584530263e+30,-2767715526925.89, -1967630317929.74, 335396282733.02,-2576.26, 9204.29, 5147.68,0.6,#ffffbf
body,1.4068256427492936e+30,-1704141183110.89, -807700000803.78, 296006636003.95,-2061.68, 30983.79, 1312.83,0.53,#ffffbf
body,9.054121669341548e+29,-3154327334852.69, -1393180274041.81, 545769327490.49,-3239.92, 16287.36, 5416.94,1.13,#ffffbf
body,9.204624885452545e+29,411816226553.34, -3228738766550.35, 134748436720.26,-3102.41, -8294.78, 1075.06,2.34,#ffffbf
body,4.78282680753256e+29,-2901398523373.83, -1048730928958.49, 338800719380.99,-3260.19, 1702.38, 3440.71,1.78,#ffffbf
body,1.4310255717429584e+30,-2104277409333.79, -2861530514824.97, 543081003443.27,-2213.46, 35705.94, 3025.95,0.06,#ffffbf
body,8.239499016754283e+29,-2211785150329.09, -2969914514419.55, 212931965054.22,-3609.81, 27087.18, 3507.4,1.93,#ffffbf
body,1.5130129085318752e+30,-2400491098080.89, -1631061298912.75, 249598605385.69,-2362.09, 17448.56, 4007.67,2.13,#ffffbf
