#Name,mass,position_1,position_2,position_3,velocity_1,velocity_2,velocity_3,diameter,Color
body,2.9733963560489207e+29,-2538760791330.53, -2790724821445.79, 752976117116.79,-5705.96, -9095.28, -1653.49,3.041126939039561,#ffffbf
body,1.6276339241181016e+29,-3396763373825.88, -449723007692.72, 223676618464.88,-6033.73, -8214.2, -1642.9,3.7459658475565876,#ffffbf
body,2.757692170170337e+26,-2459571031697.68, -3129546136845.34, 340301988519.74,-98.56, -179.16, -10.68,5.741715162164048,#ffffbf
body,1.0332191844360311e+30,-158311790951.42, 568052227720.02, 778018566523.08,-5822.18, -10405.0, -1433.51,3.269134330238992,#ffffbf
body,6.1264012853574574e+29,-4549619063472.52, -220794112525.21, 82214350000.59,23.97, -162.95, 67.41,3.3390285493106147,#ffffbf
body,7.877641569988292e+25,329504173973.12, -1325735906165.27, 95506042211.07,53.86, 619.95, -40.76,5.60557585107442,#ffffbf
body,1.3519998774037387e+26,7107470465.39, -1198806599630.33, 1207290484380.37,-6281.82, -8250.62, -1604.78,3.9837944565234755,#ffffbf
body,1.8883326557501395e+30,-2860615816838.41, -2609425308738.55, 1248179770878.38,-5374.45, -9488.37, -1914.5,5.113559799025545,#ffffbf
body,2.3998117163694557e+25,-395244879023.43, -1439554747531.02, 932673993195.26,-5990.82, -10496.45, -1517.77,4.31706972732173,#ffffbf
body,1.3143721426092579e+26,-3548639131921.23, -1709243860286.92, 744300401702.38,32.99, -845.11, -74.42,4.504207489691447,#ffffbf
body,8.48560350609728e+25,-2082928123629.09, -3072629579693.29, 1065860797243.46,-68.98, -344.28, -87.1,4.614402987146895,#ffffbf
body,9.74869037120846e+29,-3989585260283.77, -207155156598.12, 993383489261.81,-5453.53, -9473.1, -1885.9,4.770622656236611,#ffffbf
body,6.617218391789778e+29,-3235993870866.68, 333120945240.1, 262125970131.85,-5797.63, -9243.98, -1754.84,3.120986886516685,#ffffbf
body,1.544522109715882e+30,95110480563.6, -1284847410699.86, 939621026212.93,-5500.48, -8256.99, -1774.98,4.977945343003229,#ffffbf
body,2.881481086698784e+26,-4465076844550.83, -2257647283770.49, 1234834769926.78,91.15, -271.05, 56.45,3.846002148980766,#ffffbf
body,1.2943682844285206e+29,-476715864809.06, -3465490000606.64, 853310747339.61,-5729.47, -8081.13, -1890.14,5.48452956477296,#ffffbf
body,9.139320176602948e+29,-2387380692964.96, -1285299375400.27, 384280918372.23,-6016.5, -8696.0, -1732.66,3.6932042279719104,#ffffbf
body,1.2571189396892837e+29,-1352344850636.51, -2109307292206.28, 976924679539.65,-6325.91, -10691.42, -1744.53,2.003592205008327,#ffffbf
body,1.0475007572399682e+30,-4296838009682.43, -540279546555.37, 778593436411.73,-6259.39, -8793.54, -1920.34,3.5826608585173565,#ffffbf
body,1.3737077485015362e+30,-2706697125595.29, 410902597688.41, 401684251197.6,-5058.67, -9357.23, -1369.05,4.355243502498917,#ffffbf
body,7.440204462368605e+25,-1043754271455.55, -2115736863197.57, 682864331059.42,67.84, -892.25, -38.75,5.211161305178766,#ffffbf
body,2.557622817441481e+25,-1196565698516.54, -3872512902717.49, 386225823723.06,70.58, 804.15, 44.21,4.811676138637763,#ffffbf
body,1.3405930069982757e+26,-3004017089958.15, -1954980341722.07, 541299262418.94,-42.47, -827.11, -68.84,5.975924051486739,#ffffbf
body,7.350379858122803e+25,-322688204965.17, -875316040375.68, 1015061908342.25,-72.97, 515.32, 62.16,2.422010550553628,#ffffbf
body,1.8527236596430923e+29,-1837602804392.0, 366083170130.45, 1003647531364.82,-6271.21, -9126.48, -1057.24,6.580280847501105,#ffffbf
body,1.065327686712246e+30,407512592138.75, -3149063181451.65, 47691909079.89,-5250.88, -8367.36, -1128.31,4.893683314230781,#ffffbf
body,6.71540124056079e+25,809778789491.53, -1538092144708.73, 1237157273174.39,24.66, -737.36, 69.43,4.393942545900212,#ffffbf
body,1.1531758895797343e+30,-4219924559424.8, -1538249147191.42, -8896482242.27,-6479.37, -9440.74, -1663.46,5.6721259977857805,#ffffbf
body,1.7901181692007463e+30,-3476996949689.01, 698133300962.45, 291171172288.76,-5463.06, -10638.49, -1845.94,2.598372375424467,#ffffbf
body,1.3375999547090817e+26,-969994460767.93, -1458780623183.27, 10134189580.38,-79.39, 55.21, 51.01,4.850543789994408,#ffffbf
